Title,Genre,Director,Country,Year,Rating
Леди-ястреб,"['приключенческий фильм', 'драма', 'фэнтези']",['Ричард Доннер'],"['США', 'Великобритания']",1985,6.9
Леденящий,['фильм ужасов'],['Уэс Крэйвен'],['США'],1985,4.5
Легенда Серебряного озера,['драма'],['Эльдар Кулиев'],['СССР'],1985,7.4
Кукушка в тёмном лесу,['драма'],['Антонин Москалик'],"['Польша', 'Чехословакия']",1985,6.8
Легенда о Билли Джин,,['Мэттью Роббинс'],['США'],1985,6.6
Латино,['военный фильм'],['Хаскелл Уэкслер'],['США'],1985,5.8
Легенда,"['фэнтези', 'приключенческий фильм', 'мелодрама']",['Ридли Скотт'],"['Великобритания', 'США']",1985,6.3
"Куда идёшь, солдат?","['драма, военный фильм']",['Юрий Ерзинкян'],['СССР'],1985,3.6
Крёстный отец Гонконга,"['криминальный фильм', 'боевик']","['Джонни Ван', '[en]']",['Гонконг'],1985,7.1
Краш Грув,"['комедия', 'драма', 'мюзикл']",['Майкл Шульц'],['США'],1985,6.4
Кошмар на улице Вязов 2: Месть Фредди,"['сверхъестественный', 'слэшер']",['Джек Шолдер'],['США'],1985,5.4
Кот-проныра,['трагикомедия'],['Жан Боден'],['Канада'],1985,6.4
Короли шутки,['комедия'],['Клод Зиди'],['Франция'],1985,5.0
Кошачий глаз,"['ужасы', 'триллер', 'мелодрама']","['Льюис Тиг', 'ru', 'en']",['США'],1985,6.3
Кордебалет,['музыкальный фильм'],['Ричард Аттенборо'],['США'],1985,6.2
Корабль пришельцев,['киноповесть'],['Сергей Никоненко'],['СССР'],1985,6.7
Координаты смерти,"['драма', 'военный']","['Самвел Гаспаров', 'Нгуен Суан Тян']","['СССР', 'Вьетнам']",1985,5.8
Контракт века,['драма'],['Александр Муратов'],['ссср'],1985,5.9
Конкретная Жертва,['драма'],['Стивен Джон Левицки'],['США'],1985,2.3
Компрометирующие позы,"['комедия', 'драма']",['Фрэнк Перри'],['США'],1985,5.9
Комната с видом,"['мелодрама', 'драма']",['Джеймс Айвори'],['Великобритания'],1985,7.2
Кокон,['фантастика'],['Рон Ховард'],['США'],1985,6.7
Космический гнев: Побег из космической тюрьмы,['фантастика'],['Конрад Палмизано'],['США'],1985,3.8
Кодекс молчания,['боевик'],['Эндрю Дэвис'],['США'],1985,6.0
Ковбойская рапсодия,"['комедия', 'вестерн']",['Хью Уилсон'],['США'],1985,6.4
Кольцо,['документальный'],['Фридрик Тор Фридриксон'],['Исландия'],1985,7.3
Огненные колёса,['боевик'],['Сирио Сантьяго'],"['США', 'Филиппины']",1985,4.7
Клуб «Завтрак»,"['подростковая', 'комедийная драма', 'история взросления']",['Джон Хьюз'],['США'],1985,7.8
Кармелюк,"['биография', 'драма', 'исторический фильм']",['Григорий Кохан'],['СССР'],1985,7.0
"Каморра, или Сложное переплетение женских судеб",['детектив'],['Лина Вертмюллер'],"['Италия', 'США']",1985,5.7
Капкан для шакалов,"['приключения', 'детектив', 'боевик']",['Мукадас Махмудов'],"['СССР', 'Таджикская ССР']",1985,4.6
Искушение Дон-Жуана,['драма'],"['Григорий Колтунов', 'Василий Левин']",['СССР'],1985,6.5
Искренне Ваш…,['трагикомедия'],['Алла Сурикова'],['СССР'],1985,6.5
Идеально,['мелодрама'],['Джеймс Бриджес'],['США'],1985,4.7
Из Африки,"['приключения', 'драма', 'биография']",['Сидни Поллак'],['США'],1985,7.1
Инцидент с «чёрной пушкой»,['Комедия'],['Хуан Цзяньсинь'],['Китай'],1985,7.4
Иди и смотри,"['военная', 'драма']",['Элем Климов'],['СССР'],1985,8.4
Иван Бабушкин,"['исторический фильм', 'биография']",['Георгий Кузнецов'],['СССР'],1985,
Игры для детей школьного возраста,['драма'],"['Арво Ихо', 'Лейда Лайус']",['СССР'],1985,7.3
И на камнях растут деревья,['приключенческий фильм'],"['Станислав Ростоцкий', 'Кнут Андерсен']","['СССР', 'Норвегия']",1985,6.9
Знай наших!,['спортивная драма'],['Султан-Ахмет Ходжиков'],['СССР'],1985,
Зина,['драма'],['Кен МакМуллен'],['Великобритания'],1985,6.7
Зимняя вишня,['мелодрама'],['Игорь Масленников'],['СССР'],1985,6.8
Зимний вечер в Гаграх,['музыкальная лирическая комедия'],['Карен Шахназаров'],['СССР'],1985,7.2
Змеелов,['криминальная драма'],['Вадим Дербенёв'],['СССР'],1985,6.0
Зет и два нуля,"['комедия', 'драма']",['Питер Гринуэй'],"['Великобритания', 'Нидерланды']",1985,7.2
Зазубренное лезвие,"['детектив', 'триллер']",['Ричард Маркуанд'],['США'],1985,6.5
Западник,['драма'],['Виланд Шпек'],['ФРГ'],1985,6.6
